,decision_id,decision_description,contract_id,contract_description
1802,D.596/2014.,"bérleti díjak,egészségügyi szakmai anyagok, egyéb szakmai anyagok, irodaszer, sokszorosítási anyagok beszerzése, karbantartási, javítási szolgáltatás, szakanyag vegyszerek beszerzése (diagnosticum zrt.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1804,D.597/2010.,győri kapu hiányzó csapadékvíz elvezetésének kiépítése,39525,"győr város területén csapadékvízelvezető rendszer tervezése, valamint győr-sárás városrész szennyvízelvezetés tervezése"
1805,D.597/2011.,"a ""szamos mentén vízen és kétkeréken"" pályázat keretében töltéskorona burkolat kivitelezése a szamos bal part 40+930+19+340 tkm közötti szakaszokon és kivieli terv készítése",5535,2010. évi árvízkár helyreállítási munkák keretében töltéskorona stabilizáció helyreállítása a fetikövizig területén
1806,D.597/2014.,"egyéb szakmai anyagok, karbantartás, javítási szolgáltatás, műszaki, karbantartási anyagok, szakanyag vegyszerek beszerzése (diagon kft.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1807,D.598/2010.,"orvosi gázhálózat üzemeltetése, karbantartása, javítása, valamint a 4/2009. (iii.17.) eüm rendelet szerinti orvostechnikai eszközök felülvizsgálata",35267,"keretmegállapodás keretében a deamtc területén végzendő építési, felújítási, szakipari, fenntartási munkák elvégzése."
1808,D.598/2011.,"országos, bűnügyi, idegenrendészeti és menekültügyi célú automatikus ujj- és tenyérnyomat azonosító rendszer szállítása ésüzembe helyezése",2859,hivatásos szolgálati idő után járó rendőrségi szolgálati jelek beszerzése (tájékoztató az eljárás eredményéről)
1809,D.598/2014.,"egyéb szolgáltatások, egyéb üzemeltetési fenntartási szolgáltatás beszerzése (dr.bajnok lászló) 2012. évben - kbt. mellőzése",602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1810,D.599/2010.,siófok város polgármesteri hivatal akadálymentesítése és vrv/vrf rendszerű fűtés-hűtés rendszer kiépítése,39452,garay jános általános iskola teljeskörű akadálymentesítése #3 (eredmény)
1811,D.599/2014.,"egyéb szolgáltatások, egyéb üzemeletési, fenntartási szolgáltatások beszerzés (dr.mezősi emese) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1812,D.6/2010.,"a pécsi tudományegyetem telephelyén (7623 pécs, rákóczi út 2.) folyamatos portaszolgálati és őrzés-védelmi feladatok ellátása",38306,tervellenőri feladatok ellátása
1813,D.6/2012.,"nav budapesti és vidéki telephelyein strukturált hálózat kiépítése összesen 10.000 végponttal, telephelyenként kábelrendezővel",426,földgáz beszerzés az nmhh budapesti és vidéki telephelyeire (tájékoztató az eljárás eredményéről)
1814,D.6/2014.,bérleti szerződés – a 2014. évi műkorcsolya eb televíziós közvetítéséhez szükséges 1 db hd mobil közvetítő egység és kiegészítő műszaki eszközeinek bérlete,570684,szállítási szerződés - az mtva meglévő dalet v5.1 rendszerének bővítéséhez szükséges 80 db munkaállomás beszerzése tárgyában.
1815,D.60/2012.,"a mezőhegyesi volt centrál szálló műemlékvédelem alatt álló épületének felújítása, átalakítása, továbbá közvetlen környezetének tereprendezése",14234,mező ferenc tagiskola nyílászáró-cseréje - tájékoztató az eljárás eredményéről
1816,D.60/2013.,"óvodák élőerős őrzése 1 fővel, munkanapokon 16.30 órától 05.30 óráig, valamint ünnep- és munkaszüneti napokon 24 órában: 1. rész: rét utcai óvoda élőerős őrzése 1 fővel, 2. rész: mésztelepi óvoda élőerős őrzése 1 fővel",578659,"adásvételi szerződés. villamos energia szállítása az ajánlatkérők részére a 2013.01.01. (0:00 cet) - 2013.12.31. (24:00 cet) időszakra vonatkozóan, teljes ellátás alapú, menetrend adás nélküli villamos energia szállítási szerződés keretében."
1817,D.60/2014.,"építési vállalkozási szerződés „szervezeti és infrastrukturális megújulás – markhot ferenc kórház” című  pályázathoz kapcsolódó építési beruházás, bontási munkákkal, és a meglévő épületek bővítésével, átalakításával",11296,szállítási szerződés
1818,D.600/2010.,csillagpont kórház létrehozása a baz megyei kórház és egyetemi oktató központ építési beruházás,36766,"tájékoztató az eljárás eredményéről (1-es minta, traumatológiai implantátumok beszerzése."
1819,D.600/2011.,komplex épületenergetikai fejlesztés a mta atommagkutató intézetében vállalkozási szerződés keretében,1641,tájékoztató az eljárás eredményéről - komplex épületenergetikai fejlesztés a magyar tudományos akadémia atommagkutató intézetében (ké-9125/2011)
1820,D.600/2012.,szállítási szerződés / eszközbeszerzés - tiop 1.2.1-08/2-2009-0006.,465247,gyengeáramú hálózat kiépítése (tiop 1.2.1-08/2-2009-0006)
1821,D.600/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, egyéb szolgáltatások, karbantartási, javítási szolgáltatás, műszaki, karbantartási anyagok, szakanyag vegyszerek beszerzése (drager medical kft. ) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1822,D.601/2009.,siklós 1. számú posta rekonstrukciós munkáinak elvégzése,450069,monor 1. számú posta építési munkáinak elvégzése
1823,D.601/2010.,a felsőbüki nagy pál általános iskola és vendéglátóipari szakiskola felújítása és a kistérségi humán erőforrás-fejlesztése egt/norvég finanszírozási mechanizmus 0088/na2008-3/öp-4 referenciaszámú projekt megvalósításához árubeszerzés 2 részben,36049,"kompetencia alapú oktatás bevezetése bátaszék és alsónyék települések gimnáziumában, általános iskolájában és óvodáiban megvalósuló támop-3.1.4-08/2-2008-0147 azonosító számú projekt keretében"
1824,D.601/2014.,"egyéb szolgáltatások, egyéb üzemeltetési, fenntartási szolgáltatások beszerzése (drh és h kft.) 2012. évben - kbt. mellőzése",602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1825,D.602/2009.,"ajánlatkérő által fenntartott bölcsődék számára, élelmi-, és élelmezési anyagok beszerzése határozatlan időre kötött szállítási szerződés keretében, 12 részajánlati körben",441742,"novell (szerver oldali) licencek ""számítástechnikai fejlesztés polgármesteri hivatal és intézmények eszköz beszerzés szoftverek"" keretében"
1826,D.602/2011.,"„”füzéri vár turisztikai fogadóképességének minőségi javítása – attrakciófejlesztés” című, émop-21.1/b-090032 kódszámú alsóvár helyreállítása kiviteli terv készítése",11655,"„füzéri vár turisztikai fogadóképességének minőségi javítása – attrakciófejlesztés” című, émop-2.1.1/b – 09 – 2009 – 0032 kódszámú projekt alsóvár helyreállítása kiviteli terv elkészítése"
1827,D.602/2014.,"egyéb üzemeltetési, fenntartási szolgáltatás beszerzése (dunántúli mosodák kft.) 2012. évben - kbt. mellőzése",555763,szolgáltatási szerződés
1828,D.603/2009.,halásztelek város önkormányzatának szervezetfejlesztése,446678,kistelek város önkormányzata részére tender- és kiviteli dokumentáció elkészítése
1829,D.603/2011.,"pécs 2010  európa kulturális fővárosa projekt keretében a közterek és parkok felújítása ii. ütemhez tartozó 5. rész és pécs-tettye ii. ütemhez kapcsolódó, a korábbi vállalkozási szerződés felbontása miatt fennmaradó munkálatok kivitelezése",6299,"a ""pécs 2010 - európa kulturális fővárosa program"" pécsi konferencia -és koncertközpont létesítése tárgyú projektjéhez kapcsolódóan különféle eszközök és gépek szállítása"
1830,"D.603/2014,","dekoráció, kiáll. tárgy, egyéb szakmai anyagok, építési beruházások, irodaszer, sokszorosítási anyagok, karbantartási, kisjavítási szolg. kisértékű gépke, berendezések, műszaki, karbantartási anyagok beszerzése (elektro-uno bt.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1831,D.604/2009.,"vi. kerület terézváros önkormányzat közigazgatási területén a 2009. évi karácsonyi díszítő világításának kiépítése, üzemeltetése, bontása",434681,"készételek előállítása és szállítása budapest főváros vi. kerület terézváros önkormányzata intézményeibe, valamint az ételhulladék naponkénti elszállítása"
1832,D.604/2010.,"miskolc, győri kapu hiányzó csapadékvíz elvezetésének kiépítése",40573,győri tiszk honlap kialakítása és kapcsolódó feladatok
1833,D.604/2014.,"építési beruházások, karbantartási, kisjavítási szolgáltatások, egyéb szolgáltatások beszerzése (fmf-vill kft.) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1835,D.605/2014.,"egészségügyi szakmai anyagok, karbantartás, javítási szolgáltatás, nagyértékű gépek, berendezések és felszerelések, szakanyag vegyszerek beszerzése (frank diagnosztika kft. ) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1837,D.606/2012.,fordítási és lektorálási feladatok végrehajtása 1. és 4. rész,443957,"keretszerződés a katonai ruházati ellátó pontok (krep) pénztárgép rendszerének hardver elemeinek üzemben tartására, javítási, karbantartási feladatok ellátására és kellékanyag biztosítására"
1838,D.606/2014.,"bérleti díjak, egészségügyi szakmai anyagok, egyéb szakmai anyagok, ingatlanbérleti díj, irodaszer, sokszorosítási anyagok, karbantartás, javítási szolgáltatás, szakanyag vegyszerek, tisztító és takarítószer anyagok beszerzése (fresenius med.care m.o. eü. kft.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1839,D.607/2012.,vállalkozási szerződés a kmop-5.1.1/a-09-2f-2011-0001 azonosító számú projekthez kapcsolódó kőbányai kis-pongrác lakótelep szociális célú város rehabilitációja keretében társasházak és szociális bérlakások felújítása tárgyában - 13. rész,444809,tájékoztató kmop-5.1.1/a-09-2f-2011-0001 jelű „a kőbányai kis-pongrác lakótelep szociális célú városrehabilitációja” projektekhez kapcsolódó független könyvvizsgálói feladatok teljes körű ellátása tárgyú eljárás eredményéről
1840,D.607/2014.,"egyéb szolgáltatások, egyéb üzemeltetési, fenntartási szolgáltatások beszerzése (fünfkirchen medical bt.) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1841,D.608/2012.,projektmenedzsment tevékenység ellátása megbízási szerződés keretében a hm fegyverzeti és hadbiztosi hivatal részére,443468,"tájékoztató az „igényfelmérés, követelményspecifikálás, rendszerfejlesztés és hardverszükséglet szakmai tervezése, projektmenedzsment, minőségbiztosítás” tárgyú közbeszerzési eljárás eredményéről"
1842,D.608/2014.,"egyéb üzemeltetési, fenntartási szolgáltatás, kisértékű tárgyi eszközök, műszaki, karbantartási anyagok, nagyértékű gépek, berendezések és felszerelések, nagyértékű  tárgyi eszközök beszerzése (garzon bútor kereskedelmi kft.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1843,D.609/2010.,termálvíz komplex hasznosítása törökszentmiklóson című projekt megvalósítása,31632,tájékoztató a törökszentmiklós városi strandfürdő rekonstrukciója tárgyában kiír közbeszerzési eljárás eredményéről
